pitcher_id,pitcher_trackman_id,conf,evidence_pitches
22277,61101,0.9999999999999072,10779.0
22278,61145,0.9999999999997523,4037.0
22280,61156,0.9999999999986432,737.0
22292,61666,0.9999999999995859,2415.0
22293,61643,0.9999999999998122,5326.0
22302,60337,0.9999999999995236,2099.0
22309,61456,0.999999999998818,846.0
22311,61457,0.9999999999991511,1178.0
22312,61411,0.9999999999993412,1518.0
22318,61365,0.9932901434518756,4293.0
22321,61329,0.9999999999949496,198.0
22332,61700,0.9999999999642857,28.0
22335,61214,0.9999999999987864,824.0
22345,61208,0.9999999999565218,23.0
22368,62146,0.9999999999994234,1734.0
22380,62754,0.9999999999997852,4657.0
22389,62363,0.9999999999998798,8322.0
22397,62360,0.9999999999998053,5137.0
22404,62655,0.9999999999992039,1256.0
22419,62528,0.9999999999998284,5830.0
22427,62242,0.999999999999642,2793.0
22428,62263,0.999999999988764,89.0
22435,62869,0.9999999999998783,8219.0
22458,464400,0.999999999999263,1357.0
22469,63145,0.9999999999995153,2063.0
22478,63103,0.9999999999974161,387.0
22487,63111,0.9999999999987995,833.0
22491,75340,0.999999999999487,1949.0
22505,63348,0.9999999999987593,806.0
22508,63342,0.999999999999639,2770.0
22525,63248,0.9999999999996909,3235.0
22540,63765,0.9999999999996575,2920.0
22541,63749,0.9999999999982239,563.0
22547,76650,0.9999999999997125,3477.0
22548,62648,0.9999999999894736,95.0
22575,63464,0.9999999999997503,4005.0
22579,62595,0.9999999999791668,48.0
22583,78536,0.9999999999993252,1482.0
22592,76118,0.9999999999997337,3754.0
22595,62920,0.9999999999991532,1181.0
22596,62937,0.999999999999091,1100.0
22597,62929,0.9999999999951691,207.0
22598,62951,0.9999999999995566,2255.0
22615,62966,0.9999999999975904,415.0
22617,63959,0.9999999999997009,3344.0
22621,63960,0.9999999999994401,1786.0
22622,63914,0.9999999999978769,471.0
22624,63950,0.9999999999997135,3490.0
22640,64155,0.9999999999925374,134.0
22651,64350,0.9999999999997391,3833.0
22666,64760,0.999999999998471,654.0
22667,64596,0.9999999999995082,2033.0
22668,64565,0.9999999999997886,4732.0
22675,64893,0.9999999999996548,2897.0
22703,548384,0.9999999999996002,2501.0
22708,65764,0.9999999999998893,9034.0
22710,65707,0.9999999999996997,3330.0
22717,65343,0.9999999999996484,2844.0
22720,64001,0.9999999999998794,8294.0
22721,64017,0.9999999999994695,1885.0
22722,64041,0.9999999999677419,31.0
22729,65048,0.9999999999998352,6071.0
22730,65056,0.9999999999998637,7340.0
22731,65057,0.9999999999982394,568.0
22734,65058,0.9999999999989775,978.0
22735,61895,0.9999999999998156,5424.0
22738,63543,0.9999999999998139,5376.0
22739,64504,0.999999999875,8.0
22741,65060,0.9999999999997896,4756.0
22742,65067,0.9999999999928573,140.0
22743,65062,0.9999999999998036,5094.0
22759,64021,0.9999999999999218,12809.0
22761,65639,0.9999999999995982,2489.0
22763,62908,0.99999999995,20.0
22772,77927,0.9999999999996498,2856.0
22776,65042,0.9999999999980392,510.0
22782,65769,0.9999999999998415,6311.0
22784,65696,0.9999999999891304,92.0
22785,65392,0.9999999999982759,580.0
22795,67122,0.999999999962963,27.0
22820,66145,0.9999999999995143,2059.0
22821,66160,0.9999999999875,80.0
22834,66291,0.9999999999998884,8969.0
22840,65241,0.9999999999990558,1059.0
22851,76350,0.9999999999988249,851.0
22867,66305,0.999999999999191,1236.0
22869,61396,0.9999999999954546,220.0
22890,65320,0.999999999999915,11767.0
22893,65514,0.9999999998888889,9.0
22899,64580,0.9999999999994816,1929.0
22901,65522,0.9999999999976527,426.0
22904,66556,0.9999999999729731,37.0
22905,63512,0.9999999999993961,1656.0
22908,65516,0.9999999999999055,10586.0
22911,75321,0.9999999999986877,762.0
22915,72862,0.9999999999924812,133.0
22922,64047,0.999999999999278,1385.0
22923,65509,0.9999999999938651,163.0
22925,64718,0.9999999999992898,1408.0
22926,66557,0.9999999999955753,226.0
22932,66630,0.9999999999974425,391.0
22933,66660,0.9999999999972375,362.0
22964,66741,0.9999999999983193,595.0
22978,74167,0.9999999999956141,228.0
22985,65703,0.9999999999545455,22.0
22996,74857,0.999999999999695,3279.0
23005,66492,0.9999999999980806,521.0
23023,66444,0.9999999999846153,65.0
23024,66493,0.9999999999953488,215.0
23030,66451,0.9999999999993155,1461.0
23035,65933,0.9999999999998096,5253.0
23043,65949,0.9999999999996988,3320.0
23047,64995,0.9999999999995066,2027.0
23054,65964,0.9999999999972222,360.0
23082,77563,0.9999999999951691,207.0
23090,73248,0.9999999999988222,849.0
23092,63894,0.9920634920629297,1750.0
23094,66859,0.9999999999989723,973.0
23097,65844,0.999999999990909,110.0
23101,64896,0.9999999999989616,963.0
23105,64861,0.9999999999997168,3531.0
23110,62056,0.9999999999990348,1036.0
23112,64768,0.9999999999997187,3554.0
23115,65827,0.9999999999761906,42.0
23116,65464,0.9999999999,10.0
23122,64759,0.999999999995,200.0
23137,65398,0.9999999999985207,676.0
23139,66801,0.9999999999824563,57.0
23145,66858,0.9999999999687501,32.0
23150,63104,0.999999999993671,158.0
23151,66064,0.9999999999962548,267.0
23154,64029,0.9999999999975961,416.0
23157,66047,0.999999999997449,392.0
23158,66068,0.9999999999932887,149.0
23175,66039,0.999999999962963,27.0
23177,66201,0.9999999999957627,236.0
23182,62294,0.9999999998888889,9.0
23190,63492,0.9897470950095764,1448.0
23204,573348,0.9999999999985674,698.0
23206,66920,0.9999999999997542,4068.0
23225,67119,0.999999999999747,3953.0
23229,67143,0.9999999999996526,2879.0
23231,67116,0.9999999999985337,682.0
23232,67164,0.9999999999903846,104.0
23235,67246,0.9999999999997591,4152.0
23236,67259,0.9999999999935898,156.0
23238,67266,0.9999999999997298,3701.0
23257,67954,0.9999999999991863,1229.0
23258,67956,0.9999999999984301,637.0
23260,67962,0.9999999999981344,536.0
23284,67365,0.9999999999987516,801.0
23288,67391,0.9999999999997418,3873.0
23289,64051,0.9999999999993658,1577.0
23293,67646,0.9999999999987453,797.0
23294,67640,0.9999999999973546,378.0
23302,67604,0.9999999999919355,124.0
23305,67606,0.9999999999687501,32.0
23306,65616,0.999999999999731,3718.0
23307,67603,0.9999999999998049,5128.0
23312,67828,0.9999999999995925,2454.0
23314,67863,0.9999999999974938,399.0
23331,67768,0.9999999999411765,17.0
23332,67762,0.9999999999970327,337.0
23334,67737,0.9999999999993074,1444.0
23336,67711,0.9999999999963236,272.0
23342,67591,0.9999999999952607,211.0
23343,67588,0.9999999999873417,79.0
23347,67539,0.9999999999998278,5810.0
23348,493193,0.99999999975,4.0
23349,67504,0.9999999999411765,17.0
23360,64464,0.9999999999866667,75.0
23361,67467,0.9999999999968554,318.0
23362,67443,0.9999999999988053,837.0
23363,67421,0.9999999999996928,3255.0
23366,67454,0.9999999999949749,199.0
23369,67419,0.9999999999993017,1432.0
23383,67048,0.9999999999975248,404.0
23384,67066,0.9999999999902912,103.0
23385,67045,0.999999999997567,411.0
23411,502010,0.9999999999997984,4962.0
23414,67703,0.9999999999997435,3900.0
23415,458676,0.9999999999996425,2797.0
23418,65109,0.9999999999992175,1278.0
23421,68130,0.9999999999978495,465.0
23422,68135,0.9999999999997808,4566.0
23424,68159,0.999999999982143,56.0
23426,65117,0.9999999999992407,1317.0
23437,66018,0.9886663152343204,3751.0
23439,61268,0.9999999999997313,3722.0
23440,68341,0.9999999999998815,8449.0
23444,68362,0.9999999999545455,22.0
23455,68556,0.9999999999992095,1265.0
23458,68529,0.9999999999992674,1365.0
23459,68585,0.9999999999994759,1908.0
23461,68589,0.9999999999866667,75.0
23462,68501,0.9999999999990759,1082.0
23475,68036,0.9999999999989496,952.0
23476,68050,0.9999999999285715,14.0
23478,68043,0.9999999999997758,4463.0
23484,68092,0.9999999999990282,1029.0
23488,68097,0.9999999999803922,51.0
23496,63628,0.9999999999990602,1064.0
23498,64615,0.9999999999977117,437.0
23499,65618,0.999999999990991,111.0
23500,68659,0.999999999998954,956.0
23501,68639,0.999999999999467,1876.0
23504,68619,0.9999999999991763,1214.0
23512,65496,0.9999999999994152,1710.0
23513,68415,0.9999999999991497,1176.0
23515,68403,0.9999999999995098,2040.0
23518,68419,0.9999999999998622,7261.0
23532,68830,0.9999999999944752,181.0
23534,68815,0.9999999999995873,2423.0
23536,64805,0.9999999999996043,2527.0
23538,68848,0.9999999999927008,137.0
23540,68856,0.999999999999747,3952.0
23542,68896,0.9999999999990663,1071.0
23554,63292,0.9999999999993412,1518.0
23555,68220,0.9999999999998778,8185.0
23556,61962,0.9999999999883721,86.0
23557,68240,0.9999999999994272,1746.0
23558,68242,0.9999999999996257,2672.0
23560,68260,0.9999999999965399,289.0
23561,67263,0.9999999999999108,11219.0
23564,68269,0.9999999999958159,239.0
23565,68200,0.9999999999995697,2324.0
23567,68797,0.9999999999966217,296.0
23568,68703,0.9999999999991603,1191.0
23574,68701,0.9999999999988152,844.0
23589,68928,0.9956852791875646,3923.0
23590,68900,0.999999999999821,5590.0
23593,68902,0.9999999999998878,8914.0
23596,63936,0.9999999999938273,162.0
23597,63961,0.9999999999994535,1830.0
23599,68910,0.9999999999908257,109.0
23600,65937,0.9999999999892473,93.0
23614,65643,0.999999999999537,2160.0
23617,68249,0.9999999999994107,1697.0
23627,62611,0.9999999999995042,2017.0
23628,61295,0.9999999999990206,1021.0
23630,66609,0.9999999999995479,2212.0
23631,63991,0.9999999999996407,2783.0
23632,63638,0.9999999999992962,1421.0
23633,543391,0.9999999999999315,14609.0
23634,69134,0.9999999999997216,3592.0
23636,69158,0.9999999999935065,154.0
23637,69159,0.999999999999787,4695.0
23638,69168,0.9999999999991843,1226.0
23640,69104,0.9999999999972677,366.0
23642,69108,0.999999999999495,1980.0
23643,69111,0.9999999999907407,108.0
23644,69113,0.9999999999990801,1087.0
23648,66663,0.9999999999955947,227.0
23650,69620,0.999999999999247,1328.0
23651,545363,0.999999999999391,1642.0
23653,69645,0.9999999999977679,448.0
23654,69646,0.9999999999979634,491.0
23655,69656,0.9999999999993257,1483.0
23665,65665,0.9999999999994756,1907.0
23670,64501,0.9999999999642857,28.0
23672,69539,0.9999999999998075,5198.0
23673,69550,0.9999999999990566,1060.0
23676,69594,0.9999999999987484,799.0
23680,69507,0.9999999999230769,13.0
23684,69516,0.9999999999987358,791.0
23689,64554,0.9999999999981917,553.0
23690,63791,0.9999999999903846,104.0
23693,69737,0.999999999952381,21.0
23694,599683,0.9999999999998128,5345.0
23695,69745,0.9999999999996497,2855.0
23696,518445,0.9999999999997453,3927.0
23697,69762,0.9999999999991742,1211.0
23703,69703,0.9999999999984399,641.0
23713,69413,0.9999999999994655,1871.0
23717,69435,0.9999999999992837,1396.0
23719,69446,0.9999999999999228,12961.0
23727,68207,0.9999999999230769,13.0
23731,69213,0.9999999999985097,671.0
23736,69204,0.9999999999969419,327.0
23737,69205,0.9999999999987114,776.0
23745,518852,0.9999999999999133,11545.0
23747,69328,0.9999999999982699,578.0
23748,69399,0.9999999999991729,1209.0
23749,69360,0.9999999999993899,1639.0
23751,69367,0.9999999999990109,1011.0
23758,621245,0.9999999999995534,2239.0
23759,69813,0.9999999999993342,1502.0
23761,69839,0.9999999999994008,1669.0
23766,69934,0.9999999999991837,1225.0
23767,69940,0.9999999999999079,10857.0
23769,69962,0.9999999999998631,7307.0
23771,69969,0.9999999999988095,840.0
23772,69974,0.9999999999990636,1068.0
23775,69991,0.9999999999873417,79.0
23779,69996,0.9999999999855071,69.0
23781,593417,0.999999999999887,8854.0
23782,571035,0.9999999999999094,11047.0
23783,69047,0.9999999999962407,266.0
23784,534648,0.9999999999995501,2223.0
23786,69041,0.9999999999996351,2740.0
23787,69054,0.9999999999992882,1405.0
23790,69068,0.9999999999987097,775.0
23843,543184,0.9999999999989059,914.0
23848,75421,0.9999999999997589,4148.0
23849,594902,0.9999999999996779,3105.0
23850,69098,0.9999999999818182,55.0
23852,50126,0.9999999999998119,5319.0
23853,50157,0.9999999999997911,4788.0
23857,50106,0.9999999999994849,1941.0
23860,50109,0.9999999999980431,511.0
23866,69803,0.9999999999818182,55.0
23868,50430,0.9999999999944135,179.0
23869,50441,0.9999999999995516,2230.0
23870,50449,0.9999999999995066,2027.0
23871,50464,0.9999999999994577,1844.0
23872,50411,0.999999999992126,127.0
23879,64498,0.9999999999767443,43.0
23880,571527,0.9999999999999046,10486.0
23884,50573,0.9999999999565218,23.0
23886,50592,0.9999999999677419,31.0
23887,50563,0.999999999982143,56.0
23893,50556,0.9999999999996744,3071.0
23895,50596,0.9999999999911504,113.0
23897,573185,0.9999999999998743,7962.0
23898,592716,0.9999999999995256,2108.0
23902,65411,0.9999999999987624,808.0
23903,50859,0.9999999999998872,8870.0
23904,50812,0.9999999999964413,281.0
23909,50813,0.9999999999866667,75.0
23914,620982,0.9999999999996407,2783.0
23915,592468,0.9999999999996302,2704.0
23916,543193,0.9999999999994745,1903.0
23917,605156,0.9999999999993443,1525.0
23921,50604,0.9999999999090909,11.0
23927,50650,0.9999999999814816,54.0
23929,50662,0.9999999999994714,1892.0
23930,50720,0.9999999999994967,1987.0
23931,50758,0.9999999999285715,14.0
23932,50726,0.9999999999994417,1791.0
23934,50711,0.9999999999814816,54.0
23935,50705,0.999999999999681,3135.0
23942,50706,0.9999999999951457,206.0
23944,623167,0.999999999999453,1828.0
23947,50262,0.9999999999875,80.0
23951,50296,0.9999999999972146,359.0
23952,50298,0.9999999999843749,64.0
23953,50203,0.9999999999988426,864.0
23954,50205,0.9999999999959678,248.0
23955,50206,0.9999999999931508,146.0
23959,50211,0.9999999999811321,53.0
23962,605541,0.9999999999995982,2489.0
23963,50992,0.9999999999989507,953.0
23964,50995,0.9999999999967427,307.0
23966,50901,0.9999999999925374,134.0
23967,50900,0.9999999998571428,7.0
23968,50905,0.9999999999958507,241.0
23972,50904,0.9999999999978402,463.0
23977,50354,0.9999999999989702,971.0
23979,50360,0.9999999999996316,2715.0
23982,50393,0.9999999999982079,558.0
23985,50397,0.9999999999846153,65.0
23987,628333,0.9999999999998846,8669.0
23988,50030,0.9999999999998492,6638.0
23991,50036,0.9999999999980658,517.0
24011,51154,0.9999999999950495,202.0
24013,51110,0.9999999999895833,96.0
24018,51111,0.9999999999945947,185.0
24020,51143,0.9999999999982332,566.0
24021,605498,0.9999999999993892,1637.0
24026,51058,0.9999999999979509,488.0
24027,51060,0.9999999999846153,65.0
24028,51097,0.9999999999984001,625.0
24038,51516,0.9999999999997304,3710.0
24039,51586,0.999999999994012,167.0
24042,51594,0.9999999999977729,449.0
24043,575070,0.9999999999996203,2634.0
24044,51526,0.9999999999958333,240.0
24047,51546,0.9999999999961833,262.0
24051,51867,0.9999999999958848,243.0
24052,592499,0.9999999999953488,215.0
24053,521655,0.999999999999783,4610.0
24055,51897,0.9999999999991903,1235.0
24056,51895,0.9999999999995343,2147.0
24059,51809,0.9999999999973891,383.0
24063,51454,0.9999999999997232,3613.0
24064,51460,0.9999999999977877,452.0
24076,51948,0.9999999999995132,2054.0
24078,51994,0.9999999999990627,1067.0
24085,641149,0.9999999999996813,3137.0
24086,51359,0.9999999999994745,1903.0
24088,51393,0.9999999999982047,557.0
24089,51301,0.9999999999994243,1737.0
24097,595001,0.9999999999944446,180.0
24099,51230,0.999999999999569,2320.0
24100,51264,0.9999999999997593,4157.0
24102,51294,0.9999999999836067,61.0
24109,664641,0.9999999999996675,3007.0
24110,621141,0.9999999999995015,2006.0
24115,51648,0.9999999999996939,3267.0
24117,51665,0.9999999999944135,179.0
24118,51668,0.9999999999947369,190.0
24126,596043,0.9999999999988152,844.0
24129,51715,0.9999999999996777,3103.0
24133,51761,0.9999999999984687,653.0
24136,51713,0.9999999999993248,1481.0
24140,543001,0.999999999999654,2891.0
24146,543557,0.999999999998895,905.0
24147,543208,0.999999999999075,1081.0
24151,649963,0.99999999999,100.0
24152,52149,0.9999999999736843,38.0
24153,52140,0.9999999999166667,12.0
24157,52119,0.9999999999891304,92.0
24164,592644,0.9999999999997586,4145.0
24165,52867,0.9999999999655173,29.0
24166,52873,0.9999999999963236,272.0
24169,52868,0.9999999999979424,486.0
24173,52809,0.9999999999883721,86.0
24178,52330,0.9999999999991259,1144.0
24179,52394,0.999999999988764,89.0
24181,52391,0.9999999999800001,50.0
24183,52395,0.999999999998494,664.0
24185,52397,0.9999999999993293,1491.0
24193,621169,0.9999999999995498,2221.0
24197,52994,0.9999999999963637,275.0
24201,52902,0.9999999999791668,48.0
24205,52903,0.9999999999987547,803.0
24209,52530,0.9999999999992114,1268.0
24211,52558,0.9999999999985444,687.0
24222,656212,0.9999999999998641,7361.0
24223,642098,0.9999999999993137,1457.0
24224,52204,0.9999999999993903,1640.0
24226,52295,0.9999999999705883,34.0
24234,52206,0.9999999999991547,1183.0
24237,476594,0.9999999999996083,2553.0
24239,467100,0.9999999999989562,958.0
24240,52701,0.999999999999749,3983.0
24241,52731,0.9999999999962548,267.0
24248,52715,0.9999999999818182,55.0
24252,52060,0.9999999999996666,2999.0
24253,52063,0.9999999999750001,40.0
24265,52639,0.999999999999001,1001.0
24269,543594,0.9999999999989712,972.0
24271,657122,0.9999999999980916,524.0
24277,52460,0.9999999999937108,159.0
24283,544150,0.9999999999997624,4210.0
24286,52641,0.9999999999992827,1394.0
24300,605138,0.9999999999998347,6050.0
24303,606162,0.999999999998969,970.0
24305,570240,0.999999999999779,4526.0
24306,623381,0.9999999999990089,1009.0
24307,596049,0.9999999999989627,964.0
24310,663399,0.9999999999996989,3321.0
24313,571616,0.9999999999986541,743.0
24314,53919,0.999999999995,200.0
24317,53973,0.9999999999953488,215.0
24319,53996,0.9999999999993324,1498.0
24327,607200,0.9999999999996202,2633.0
24328,53259,0.9999999999990485,1051.0
24329,53262,0.9999999999986283,729.0
24334,53298,0.9999999999871795,78.0
24340,668766,0.9999999999942858,175.0
24343,53164,0.9999999999921876,128.0
24344,53139,0.999999999999207,1261.0
24355,53754,0.9999999999991039,1116.0
24370,572143,0.9999999999833334,60.0
24373,53562,0.9999999999893616,94.0
24376,53594,0.9999999999931035,145.0
24377,53560,0.9999999999870129,77.0
24380,53596,0.9999999999729731,37.0
24387,658431,0.9999999999982517,572.0
24388,641312,0.9999999999987064,773.0
24389,53613,0.9999999999993796,1612.0
24392,53609,0.9999999999982014,556.0
24398,53312,0.9999999999824563,57.0
24399,53300,0.999999999996454,282.0
24401,53301,0.9999999999962548,267.0
24410,642558,0.999999999999801,5029.0
24411,53455,0.9999999999991297,1149.0
24412,53469,0.9999999999791668,48.0
24423,642203,0.9999999999993002,1429.0
24424,676641,0.9999999999987484,799.0
24425,53029,0.9999999999864865,74.0
24434,53006,0.9999999999934212,152.0
24440,668948,0.9999999999995327,2140.0
24444,53892,0.9999999999994859,1945.0
24447,53898,0.9999999999995727,2340.0
24459,645307,0.9999999999996328,2724.0
24460,606273,0.999999999999729,3690.0
24461,641855,0.9999999999990817,1089.0
24463,532936,0.9999999999977828,451.0
24465,658792,0.9999999999997466,3947.0
24467,668684,0.9999999999989154,922.0
24469,54561,0.9999999999980507,513.0
24477,54503,0.9999999999090909,11.0
24482,54537,0.9999999999976191,420.0
24483,608650,0.9999999999996163,2606.0
24484,683412,0.999999999988764,89.0
24485,54149,0.9999999999963236,272.0
24494,667498,0.9999999999978119,457.0
24499,54803,0.9999999999791668,48.0
24502,54807,0.9999999999333333,15.0
24508,641447,0.9999999999993683,1583.0
24509,606996,0.9999999999995607,2276.0
24512,54900,0.9999999999985008,667.0
24515,54903,0.9999999999928059,139.0
24516,54904,0.9999999999655173,29.0
24525,54913,0.9999999999882353,85.0
24527,54263,0.9999999999990558,1059.0
24531,54213,0.9999999999375,16.0
24537,54404,0.9999999999966217,296.0
24540,660593,0.9999999999995267,2113.0
24541,657756,0.9999999999995932,2458.0
24544,54729,0.9999999999992242,1289.0
24546,54768,0.9999999999986737,754.0
24559,640444,0.999999999996988,332.0
24560,664942,0.9999999999992744,1378.0
24565,54645,0.9999999999473684,19.0
24566,54608,0.9999999999864865,74.0
24568,54319,0.999999999999154,1182.0
24570,646241,0.9999999999996316,2715.0
24571,54362,0.9999999999980989,526.0
24572,54363,0.9999999999960001,250.0
24573,54368,0.9999999999979382,485.0
24579,54304,0.9999999999885058,87.0
24604,547943,0.9999999999995823,2394.0
24607,54063,0.9999999999991357,1157.0
24608,54064,0.9999999999982175,561.0
24619,623454,0.9999999999994901,1961.0
24622,54843,0.9999999999989528,955.0
24623,642545,0.9999999999992908,1410.0
24624,682027,0.9999999999977729,449.0
24626,680802,0.9999999999992706,1371.0
24627,666364,0.9999999999988558,874.0
24629,622694,0.9999999999985008,667.0
24631,641778,0.999999999994924,197.0
24633,657770,0.9999999999926471,136.0
